"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "fear_failure" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie" "class_size" "stud_teach_ratio" "short_edu_mat" "short_edu_staff" "stu_behav" "teach_behav" "teach_multicult"
"1668" 75600062 0 1 2 6 0 1.8905 -0.2959 0.1462 0.6392 0.8768 -0.1357 -0.0063 1.2576 1.314 0.6364 225 225 225 510.904 629.824 569.688 23 11.0714 -0.9432 0.2765 0.8153 -0.1662 -0.3006
"1669" 75600063 1 2 2 5 0 -1.8939 0.2918 -0.7823 -0.0881 -0.254 -0.1357 0.0251 -0.4021 -0.1298 1.0346 0 90 45 385.573 531.39 471.271 23 8.3687 -1.4212 -1.4551 0.8153 0.2266 0.9042
"1674" 75600063 1 1 2 4 0 -1.4869 0.5675 -0.7823 0.9835 1.5156 -0.1357 0.0947 0.6965 -0.5575 1.0346 180 225 180 715.322 717.789 662.145 23 8.3687 -1.4212 -1.4551 0.8153 0.2266 0.9042
"1675" 75600063 0 1 2 6 0 -0.13 -0.0916 -0.7823 0.8192 1.5156 1.1793 -0.1454 1.2423 -2.7106 1.0346 180 180 315 548.802 464.429 481.719 23 8.3687 -1.4212 -1.4551 0.8153 0.2266 0.9042
"1677" 75600063 0 2 2 4 0 -0.6133 -0.357 -0.7823 -0.0631 0.2975 0.0477 -0.8298 0.0436 -0.7857 0.6364 240 360 480 576.972 643.471 549.626 23 8.3687 -1.4212 -1.4551 0.8153 0.2266 0.9042
"1679" 75600063 1 1 2 5 0 -0.687 0.7984 0.2907 0.1466 1.5156 -0.6853 -1.1788 0.7431 0.3485 0.5029 180 225 180 706.872 681.41 662.682 23 8.3687 -1.4212 -1.4551 0.8153 0.2266 0.9042
"1680" 75600063 0 2 2 6 0 0.052 -0.4018 -0.7823 0.5317 0.6648 -0.1357 -0.1815 0.8853 -0.5973 0.2169 180 225 180 562.225 605.24 557.24 23 8.3687 -1.4212 -1.4551 0.8153 0.2266 0.9042
"1682" 75600063 0 3 2 6 0 0.5949 -0.4908 0.1462 -0.174 -0.0521 1.1793 -0.3728 0.8479 -0.0348 1.0346 180 270 180 562.803 513.963 529.217 23 8.3687 -1.4212 -1.4551 0.8153 0.2266 0.9042
"1684" 75600063 1 3 2 6 0 -1.8939 0.3939 -0.7823 1.2305 1.075 1.1793 0.9696 1.2123 -0.2023 -0.6576 180 225 180 621.437 561.933 486.202 23 8.3687 -1.4212 -1.4551 0.8153 0.2266 0.9042
"1685" 75600063 1 2 2 6 0 1.0944 -0.2002 -0.7823 0.6329 0.7354 -0.1357 0.3748 1.3092 -0.0037 1.0346 180 225 180 671.458 646.667 664.74 23 8.3687 -1.4212 -1.4551 0.8153 0.2266 0.9042
"1689" 75600063 1 1 2 4 0 -0.2006 0.6273 -0.7823 0.7164 1.5156 -0.6853 -0.1121 0.3488 -0.7161 1.0346 180 225 180 746.207 730.992 715.817 23 8.3687 -1.4212 -1.4551 0.8153 0.2266 0.9042
"1690" 75600063 0 1 2 6 0 0.9606 1.1713 -0.7823 0.6662 1.075 1.1793 -0.2288 1.2301 -0.2023 1.0346 180 270 180 546.63 598.171 575.322 23 8.3687 -1.4212 -1.4551 0.8153 0.2266 0.9042
"1694" 75600063 1 2 2 2 0 -0.0288 0.1347 -0.7823 -0.5864 -0.8414 1.1793 -0.7444 -1.6206 1.314 1.0346 180 270 180 545.956 504.717 488.715 23 8.3687 -1.4212 -1.4551 0.8153 0.2266 0.9042
"1697" 75600063 0 2 3 6 0 -0.6133 -0.357 -0.7823 0.701 1.5156 1.1793 -0.5769 1.1898 -2.1007 0.6364 180 270 180 488.206 544.221 542.408 23 8.3687 -1.4212 -1.4551 0.8153 0.2266 0.9042
"1698" 75600064 1 2 2 6 0 -1.4242 -1.0614 1.203 -0.4924 -1.8598 -0.4903 -0.0963 -0.1644 1.314 -1.9687 150 150 150 440.598 319.72 367.491 13 4.4651 -0.4907 0.5185 1.4126 -0.1274 -0.4859
"1699" 75600064 1 2 2 4 0 -0.2006 -0.0358 0.1462 -0.7523 -1.8598 1.1793 -0.3373 -1.2844 0.1597 0.5029 400 400 400 460.161 396.377 434.996 13 4.4651 -0.4907 0.5185 1.4126 -0.1274 -0.4859
"1700" 75600064 1 2 2 6 0 -0.6133 -0.6118 -0.7823 -0.2076 0.1299 -0.778 -0.1078 -0.4126 0.2485 -0.9167 240 420 120 442.689 373.133 386.128 13 4.4651 -0.4907 0.5185 1.4126 -0.1274 -0.4859
"1702" 75600064 0 1 2 5 0 -1.8939 2.7249 1.1211 -0.5239 0.8265 -0.1357 -1.1456 -0.7869 1.314 -2.4468 180 360 180 456.786 491.868 492.606 13 4.4651 -0.4907 0.5185 1.4126 -0.1274 -0.4859
"1703" 75600064 0 3 2 5 0 0.4637 0.4581 1.1625 0.2305 0.0213 0.0477 0.5068 -0.4677 0.7015 0.2127 320 480 0 334.038 338.953 340.128 13 4.4651 -0.4907 0.5185 1.4126 -0.1274 -0.4859
"1706" 75600064 1 2 2 5 0 1.8905 -0.6659 1.8368 -0.212 0.0213 -0.6122 -0.2429 -0.3653 -2.7106 -0.6576 200 0 0 482.407 305.208 321.567 13 4.4651 -0.4907 0.5185 1.4126 -0.1274 -0.4859
"1708" 75600064 1 1 2 5 0 1.8905 0.6818 -0.7823 0.3585 1.1953 0.0477 -0.0309 -0.2883 0.298 1.0346 180 180 0 486.724 411.406 365.83 13 4.4651 -0.4907 0.5185 1.4126 -0.1274 -0.4859
"1709" 75600064 0 1 2 6 0 0.4637 0.0348 0.2907 0.1173 -0.0502 -0.1357 -0.2105 0.4679 -0.2441 -1.292 180 180 180 492.018 479.588 499.992 13 4.4651 -0.4907 0.5185 1.4126 -0.1274 -0.4859
"1710" 75600064 1 1 2 5 0 0.4637 -0.3184 -0.7823 -0.5023 -1.2227 -0.4903 -0.0693 -0.4091 1.314 -0.6576 180 180 0 502.118 472.297 450.587 13 4.4651 -0.4907 0.5185 1.4126 -0.1274 -0.4859
"1711" 75600064 1 3 2 6 0 -0.4342 -0.7872 -0.7823 -0.8762 -0.1611 -1.6692 -0.3318 -0.3017 -0.476 -1.3964 180 225 135 394.575 264.563 337.308 13 4.4651 -0.4907 0.5185 1.4126 -0.1274 -0.4859
"1716" 75600064 1 1 2 4 0 0.2734 -0.5582 0.1462 -0.0688 -1.8598 -0.4903 1.2876 -0.3919 -1.1481 -0.6576 240 240 0 401.785 380.68 376.701 13 4.4651 -0.4907 0.5185 1.4126 -0.1274 -0.4859
"1720" 75600064 1 1 2 5 0 -0.4342 0.3018 -0.7823 -0.7895 -0.1611 -1.0527 -0.5113 -0.1347 0.4394 0.2127 660 660 440 505.254 455.382 541.398 13 4.4651 -0.4907 0.5185 1.4126 -0.1274 -0.4859
"1721" 75600064 1 3 2 6 0 1.8905 -0.8186 2.07 -0.1718 0.0213 -0.6853 0.5149 0.8296 1.314 -0.6576 300 300 150 415.544 317.787 353.158 13 4.4651 -0.4907 0.5185 1.4126 -0.1274 -0.4859
"1723" 75600065 1 1 2 4 0 -5e-04 0.2863 0.2907 -0.5445 1.0087 -0.9649 -1.1068 -1.1046 0.298 -0.9167 450 525 150 475.679 461.773 461.274 13 5.4133 0.265 0.661 0.1795 0.6101 -1.0542
"1724" 75600065 1 1 2 4 0 -0.687 -0.3184 -0.7823 0.096 0.4816 -0.9302 0.1913 -0.1966 -0.7769 -0.6576 100 200 200 543.524 448.113 444.183 13 5.4133 0.265 0.661 0.1795 0.6101 -1.0542
"1725" 75600065 1 1 2 6 0 -0.9295 0.9423 -0.7823 0.9565 1.5465 1.1793 -0.1977 0.8759 1.314 1.0346 0 180 180 597.099 485.636 523.57 13 5.4133 0.265 0.661 0.1795 0.6101 -1.0542
"1727" 75600065 1 1 2 6 0 0.052 -1.0591 0.8233 -0.7473 -0.6541 -0.6853 -0.339 0.2815 -1.0955 -1.3914 0 0 0 383.977 335.454 416.732 13 5.4133 0.265 0.661 0.1795 0.6101 -1.0542
"1728" 75600065 1 3 2 1 1 -0.687 -0.3184 -0.7823 -0.2333 0.495 0.0477 -0.3598 -1.9895 1.314 -0.6576 360 420 240 498.746 398.044 432.318 13 5.4133 0.265 0.661 0.1795 0.6101 -1.0542
"1729" 75600065 1 1 2 5 0 -0.687 -0.6353 -0.7823 -0.1838 -0.474 -1.0118 0.0144 -0.628 -1.3345 -0.6576 0 0 0 648.744 514.088 558.244 13 5.4133 0.265 0.661 0.1795 0.6101 -1.0542
"1730" 75600065 0 1 2 5 0 -0.4342 0.1695 -0.7823 -0.1681 -0.1052 -0.1357 0.1059 0.138 0.0838 -0.6576 330 220 440 531.975 479.954 456.806 13 5.4133 0.265 0.661 0.1795 0.6101 -1.0542
"1733" 75600065 1 1 2 4 0 -1.8939 -0.0939 -0.7823 -0.4638 0.0749 1.1793 -0.3822 0.0331 -1.555 1.0346 0 0 0 556.645 381.227 474.847 13 5.4133 0.265 0.661 0.1795 0.6101 -1.0542
"1734" 75600065 1 1 2 6 0 -0.2006 -0.3692 1.7405 -0.939 -0.6541 -0.1357 -0.6087 -0.1898 -2.7106 -1.5847 45 0 180 418.325 414.701 428.208 13 5.4133 0.265 0.661 0.1795 0.6101 -1.0542
"1735" 75600065 1 1 2 2 0 -0.4342 -0.224 0.2907 0.0534 0.0213 -0.6122 0.2618 -0.7785 0.7628 0.2127 0 0 45 465.213 470.66 368.242 13 5.4133 0.265 0.661 0.1795 0.6101 -1.0542
"1736" 75600065 1 1 2 4 0 -0.4342 0.9683 0.2907 -1.0979 -1.8598 -1.0527 -0.1737 -0.8983 0.481 1.0346 0 0 0 379.978 302.186 350.419 13 5.4133 0.265 0.661 0.1795 0.6101 -1.0542
"1738" 75600065 1 1 2 5 0 -0.0288 0.0348 -0.7823 0.5638 0.4616 -0.4903 0.4818 0.501 -2.7106 1.0346 0 0 315 571.644 554.781 515.393 13 5.4133 0.265 0.661 0.1795 0.6101 -1.0542
"1739" 75600065 0 1 2 3 0 0.1097 -0.5582 -0.7823 1.381 1.0087 1.1793 0.7109 0.1507 1.314 1.0346 0 0 0 451.535 470.209 527.885 13 5.4133 0.265 0.661 0.1795 0.6101 -1.0542
"1740" 75600065 1 1 2 6 0 1.8905 -0.2917 -0.7823 -0.1337 -1.2227 -1.0118 1.5465 0.393 -2.7106 -1.2878 0 0 0 498.526 438.797 481.261 13 5.4133 0.265 0.661 0.1795 0.6101 -1.0542
"1741" 75600065 1 1 2 4 0 0.0208 -0.1843 1.1625 -0.5319 -0.0971 1.1793 -0.2267 -0.8224 0.2384 -0.6576 0 720 90 436.907 455.06 442.443 13 5.4133 0.265 0.661 0.1795 0.6101 -1.0542
"1743" 75600065 1 1 2 5 0 0.6556 -0.6394 1.4185 0.0523 0.5645 -0.1357 -0.3826 -0.299 -0.2229 1.0346 0 400 200 392.348 341.043 400.472 13 5.4133 0.265 0.661 0.1795 0.6101 -1.0542
"1744" 75600065 0 1 2 5 0 -1.2319 -0.4509 -0.7823 0.3159 0.0213 -0.1357 0.3551 0.3494 -0.8176 -2.4468 135 180 90 455.662 498.304 468.563 13 5.4133 0.265 0.661 0.1795 0.6101 -1.0542
"1745" 75600065 1 1 2 6 0 -1.8939 -0.8894 -0.7823 0.5791 -0.474 -0.3487 2.4666 0.3172 -0.8692 -1.1817 0 0 0 479.749 416.242 457.835 13 5.4133 0.265 0.661 0.1795 0.6101 -1.0542
"1746" 75600065 1 1 2 5 0 -1.8939 -0.799 -0.7823 -1.0955 -1.8598 -1.2622 -0.0271 -1.082 -2.7106 1.0346 0 0 720 438.771 379.514 397.33 13 5.4133 0.265 0.661 0.1795 0.6101 -1.0542
"1747" 75600065 1 1 2 5 1 -0.7592 -1.2655 0.8233 -0.7874 -1.2227 -1.2622 0.3896 0.2969 -0.6951 1.0346 360 120 720 434.621 350.612 384.022 13 5.4133 0.265 0.661 0.1795 0.6101 -1.0542
"1748" 75600065 1 1 2 5 0 0.052 -0.6693 -0.7823 0.0274 0.4081 -0.1357 0.1059 -0.0213 -2.7106 -0.6576 0 0 0 562.681 439.402 530.073 13 5.4133 0.265 0.661 0.1795 0.6101 -1.0542
"1751" 75600066 0 2 2 5 0 1.8905 -0.6464 0.2907 -0.7644 -1.2227 -1.0118 -0.7082 -0.1457 0.0483 0.5029 45 90 90 622.375 650.66 548.104 18 21.5385 -1.4212 -1.4551 0.0321 -0.8302 0.9042
"1752" 75600066 0 1 0 6 0 -0.2006 -0.3086 3.8591 1.0607 1.5465 -0.1357 0.7857 0.9889 -1.1053 1.0346 45 90 90 548.267 577.181 569.467 18 21.5385 -1.4212 -1.4551 0.0321 -0.8302 0.9042
"1753" 75600066 0 2 0 4 0 -0.4342 -0.3184 -0.7823 0.0412 0.1299 1.1793 -0.3998 -0.1661 -0.0348 -1.2947 0 90 0 557.749 382.757 403.375 18 21.5385 -1.4212 -1.4551 0.0321 -0.8302 0.9042
"1755" 75600066 1 1 0 4 0 -1.1597 0.6818 1.2618 0.1427 -0.1932 -0.1357 0.0426 0.3825 -1.0955 0.6402 45 90 90 783.964 666.739 677.398 18 21.5385 -1.4212 -1.4551 0.0321 -0.8302 0.9042
"1756" 75600066 0 1 0 5 0 -0.687 -1.186 0.2907 0.7462 -0.1932 0.0477 1.4386 0.7669 -0.2023 0.6364 0 90 0 543.321 514.377 508.118 18 21.5385 -1.4212 -1.4551 0.0321 -0.8302 0.9042
"1758" 75600066 0 1 2 6 0 -0.4342 0.3018 0.2907 0.3968 0.2269 -0.6122 0.7372 1.0584 0.7015 -1.1869 45 90 90 735.129 600.403 598.978 18 21.5385 -1.4212 -1.4551 0.0321 -0.8302 0.9042
"1760" 75600066 0 2 3 6 0 0.1097 0.0348 0.8233 0.4733 0.872 1.1793 -0.0867 0.9741 -0.1206 1.0346 45 90 90 580.197 589.086 575.033 18 21.5385 -1.4212 -1.4551 0.0321 -0.8302 0.9042
"1761" 75600066 0 3 2 5 0 0.9606 -0.763 -0.7823 0.6454 0.4438 0.2646 0.7092 0.7242 -0.5575 1.0346 45 90 0 402.803 392.448 377.311 18 21.5385 -1.4212 -1.4551 0.0321 -0.8302 0.9042
"1762" 75600066 1 3 2 1 0 0.052 -1.1224 1.5082 -0.8913 -1.8598 0.0477 -0.3089 -2.1348 -0.1512 -1.1869 0 135 0 483.699 401.831 417.025 18 21.5385 -1.4212 -1.4551 0.0321 -0.8302 0.9042
"1763" 75600066 1 3 2 6 0 -0.4342 -0.4509 0.2907 0.7228 0.2269 1.1793 0.3981 1.1146 -1.5925 -0.6576 45 90 90 730.857 595.828 623.35 18 21.5385 -1.4212 -1.4551 0.0321 -0.8302 0.9042
"1765" 75600066 1 1 0 5 0 -1.1858 0.655 -0.7823 0.5723 0.1299 -0.1357 0.6693 0.6723 -0.2023 -0.6576 45 90 45 516.571 490.48 421.929 18 21.5385 -1.4212 -1.4551 0.0321 -0.8302 0.9042
"1766" 75600066 1 1 0 6 0 0.4637 -0.3248 -0.7823 0.7518 -0.474 1.1793 1.4377 0.9102 -1.555 -0.6576 45 90 90 618.014 495.679 471.54 18 21.5385 -1.4212 -1.4551 0.0321 -0.8302 0.9042
"1767" 75600066 1 2 2 5 0 -1.109 0.6738 -0.7823 -0.1202 0.2484 0.1806 -0.5119 -0.6161 -0.3262 0.2127 45 90 90 610.901 576.775 597.424 18 21.5385 -1.4212 -1.4551 0.0321 -0.8302 0.9042
"1769" 75600066 1 1 0 5 0 -1.4869 1.4326 0.2907 0.286 -1.2227 -0.1357 1.0287 0.1916 0.2485 1.0346 90 90 0 564.597 489.114 600.321 18 21.5385 -1.4212 -1.4551 0.0321 -0.8302 0.9042
"1771" 75600066 1 1 0 5 0 -0.3799 -0.8346 0.2907 0.8174 0.872 -0.1357 0.913 0.5453 -0.7366 -1.3914 45 90 90 612.401 575.507 595.189 18 21.5385 -1.4212 -1.4551 0.0321 -0.8302 0.9042
"1772" 75600066 1 1 0 6 0 0.052 0.4846 -0.7823 0.9645 0.2269 1.1793 1.3213 0.7192 -2.0248 1.0346 45 90 90 639.125 543.703 604.811 18 21.5385 -1.4212 -1.4551 0.0321 -0.8302 0.9042
"1774" 75600067 1 3 2 2 0 -1.8939 -0.7362 2.07 -1.4195 -1.8598 -2.8437 -0.0395 -1.8772 -0.2023 -0.6576 200 200 100 463.368 357.575 438.986 18 10.4688 -1.4212 -1.4551 -1.1976 -0.5111 -0.061
"1775" 75600067 0 1 0 6 0 0.3335 -0.4415 1.1625 0.9948 1.1953 0.1806 0.4583 0.8656 -1.0628 1.0346 250 250 100 388.286 417.125 428.158 18 10.4688 -1.4212 -1.4551 -1.1976 -0.5111 -0.061
"1776" 75600067 1 2 2 6 1 -0.3288 0.208 0.8233 0.0787 0.1528 -0.3487 0.8177 0.8239 1.314 -1.4926 45 90 180 556.406 444.584 397.52 18 10.4688 -1.4212 -1.4551 -1.1976 -0.5111 -0.061
"1777" 75600067 1 1 0 5 0 -0.0288 -0.3184 1.5082 -0.2951 -0.1052 -0.6122 -0.2554 0.2267 -0.8065 -1.4926 250 250 100 573.456 578.046 580.017 18 10.4688 -1.4212 -1.4551 -1.1976 -0.5111 -0.061
"1781" 75600067 0 1 0 3 0 0.4637 -0.6659 -0.7823 -0.429 0.1528 -0.9057 0.0951 -0.6459 -0.6298 -0.6576 250 250 100 328.852 370.751 433.17 18 10.4688 -1.4212 -1.4551 -1.1976 -0.5111 -0.061
"1782" 75600067 0 1 0 3 0 -0.4342 0.9517 -0.7823 -0.251 -1.2227 -1.2263 0.7358 -0.2979 -1.6385 -0.6576 250 250 100 513.622 428.553 421.97 18 10.4688 -1.4212 -1.4551 -1.1976 -0.5111 -0.061
"1784" 75600067 0 1 0 3 0 -0.13 1.4326 1.1625 -0.0726 0.1528 -0.6853 0.5149 -0.778 0.4522 -0.6576 250 250 100 485.51 447.84 511.581 18 10.4688 -1.4212 -1.4551 -1.1976 -0.5111 -0.061
"1785" 75600067 1 2 0 5 0 -0.687 -0.6659 0.7703 0.18 0.1299 -0.6122 0.2442 -0.2703 -0.6262 -0.6576 250 250 100 537.717 301.967 403.475 18 10.4688 -1.4212 -1.4551 -1.1976 -0.5111 -0.061
"1789" 75600067 0 1 0 6 0 -1.2319 1.4326 -0.7823 0.2329 -0.3819 -0.1357 0.4639 -0.2111 -1.3345 1.0346 250 250 100 635.555 581.632 595.105 18 10.4688 -1.4212 -1.4551 -1.1976 -0.5111 -0.061
"1795" 75600067 0 1 0 6 1 -1.8939 0.006 -0.7823 0.9165 1.1953 1.1793 0.2044 0.5951 -1.5794 1.0346 250 250 100 556.118 561.017 523.495 18 10.4688 -1.4212 -1.4551 -1.1976 -0.5111 -0.061
"1797" 75600067 0 1 0 4 0 -0.2006 0.4829 -0.7823 1.1987 1.0087 1.1793 0.4207 0.0736 0.039 0.2127 225 225 90 653.812 579.737 562.928 18 10.4688 -1.4212 -1.4551 -1.1976 -0.5111 -0.061
"1798" 75600067 0 1 0 6 0 0.9109 0.9423 0.2907 0.4511 0.1356 1.1793 0.2442 1.0415 -0.0037 0.2169 250 300 100 628.648 599.41 571.013 18 10.4688 -1.4212 -1.4551 -1.1976 -0.5111 -0.061
"1800" 75600067 0 1 0 3 0 -0.13 0.5166 1.1625 0.005 0.1528 -0.6853 0.55 -0.7452 0.4522 1.0346 250 250 100 425.959 406.894 475.671 18 10.4688 -1.4212 -1.4551 -1.1976 -0.5111 -0.061
"1802" 75600067 1 1 0 3 0 -0.687 -0.1769 2.07 -0.6571 -0.7888 0.1806 -0.3631 -0.7425 -0.9306 0.2127 150 150 150 484.946 388.428 349.103 18 10.4688 -1.4212 -1.4551 -1.1976 -0.5111 -0.061
"1805" 75600067 0 2 0 5 0 -0.3799 0.0928 -0.7823 1.0199 1.1953 1.1793 0.2442 0.8827 1.314 1.0346 250 250 100 497.89 477.812 462.407 18 10.4688 -1.4212 -1.4551 -1.1976 -0.5111 -0.061
"1806" 75600067 0 1 0 5 0 -1.4242 -0.1903 0.2907 -0.8802 -1.8598 0.1806 -0.5703 -0.1946 0.2485 1.0346 250 250 100 503.275 509.211 532.599 18 10.4688 -1.4212 -1.4551 -1.1976 -0.5111 -0.061
"1807" 75600067 0 1 0 6 0 -0.3498 0.9517 -0.7823 -0.0284 -0.6541 -0.1357 0.8391 0.3112 -2.7106 1.0346 250 250 100 613.11 541.117 527.927 18 10.4688 -1.4212 -1.4551 -1.1976 -0.5111 -0.061
"1808" 75600068 1 2 3 5 1 -1.8939 0.655 -0.7823 -0.9963 -1.8598 -1.0118 -0.4232 -0.9869 -0.7857 1.0346 250 300 150 393.283 353.542 469.428 23 8.2581 -1.4212 -1.4551 -0.8443 -0.5079 0.9042
"1809" 75600068 0 3 2 4 0 -1.059 -0.3184 -0.7823 -1.2529 -1.8598 0.0477 -1.0686 -1.2775 -1.5447 0.2169 225 405 135 611.42 496.488 503.886 23 8.2581 -1.4212 -1.4551 -0.8443 -0.5079 0.9042
"1810" 75600068 1 2 2 4 1 -0.0845 -0.6869 1.1928 -0.573 -1.2227 -1.5532 0.0373 -1.134 -2.7106 -1.3914 200 300 150 406.764 414.487 405.935 23 8.2581 -1.4212 -1.4551 -0.8443 -0.5079 0.9042
"1812" 75600068 1 2 2 2 1 -1.059 0.6818 -0.7823 0.3016 -0.7888 0.0477 1.1049 -1.1662 0.3485 0.2127 275 275 220 519.429 493.441 437.665 23 8.2581 -1.4212 -1.4551 -0.8443 -0.5079 0.9042
"1813" 75600068 1 2 2 5 1 1.8905 -0.6693 2.07 0.2184 0.6561 -0.4903 0.2605 -0.2045 1.314 1.0346 225 225 135 468.214 441.347 408.551 23 8.2581 -1.4212 -1.4551 -0.8443 -0.5079 0.9042
"1814" 75600068 1 2 2 4 0 1.8905 -1.389 0.7703 1.1339 1.5465 0.1806 0.4786 -0.3025 -2.7106 1.0346 1200 1250 150 572.195 574.04 547.322 23 8.2581 -1.4212 -1.4551 -0.8443 -0.5079 0.9042
"1815" 75600068 1 1 2 5 1 -1.8939 0.3241 1.2327 1.2353 1.5465 -1.0118 1.1562 0.8723 -0.8998 1.0346 250 200 150 517.985 426.839 508.129 23 8.2581 -1.4212 -1.4551 -0.8443 -0.5079 0.9042
"1816" 75600068 1 3 3 4 0 -1.8939 0.1108 -0.7823 -0.8154 -0.474 -1.5971 -0.1615 -0.855 1.314 1.0346 225 180 135 484.764 372.99 450.258 23 8.2581 -1.4212 -1.4551 -0.8443 -0.5079 0.9042
"1817" 75600068 0 3 2 6 0 -0.1558 -1.0971 1.4454 -1.248 -1.8598 -1.0118 -0.7765 -0.3539 1.314 -1.0724 250 200 100 443.643 478.76 463.93 23 8.2581 -1.4212 -1.4551 -0.8443 -0.5079 0.9042
"1819" 75600068 1 2 2 5 0 -0.687 -0.9879 -0.7823 -0.5387 -1.8598 -1.2622 0.7618 -0.0502 -0.9734 -1.5824 250 250 200 543.402 362.928 418.907 23 8.2581 -1.4212 -1.4551 -0.8443 -0.5079 0.9042
"1820" 75600068 1 1 2 6 0 -1.8939 0.472 -0.7823 0.3735 0.6765 -0.6122 -0.3553 0.9487 -1.1481 -0.6576 275 330 165 594.5 495.539 499.791 23 8.2581 -1.4212 -1.4551 -0.8443 -0.5079 0.9042
"1822" 75600069 0 1 0 5 0 0.8207 -0.5839 -0.7823 -0.9528 -0.3819 -0.6853 -1.1486 -0.588 -2.0248 -1.1847 270 225 90 486.58 571 546.947 18 11.16 -1.4212 -1.4551 -0.0384 -0.5205 -0.1868
"1823" 75600069 0 1 0 3 0 1.3423 0.3241 -0.7823 0.4623 -0.474 -0.9779 1.2588 -0.5021 -1.555 1.0346 270 180 90 489.633 438.284 471.265 18 11.16 -1.4212 -1.4551 -0.0384 -0.5205 -0.1868
"1825" 75600069 1 2 0 2 1 -1.8939 -0.0358 3.8591 0.9194 0.5645 -0.1357 0.8197 -0.9144 -0.4377 1.0346 270 180 90 287.258 383.578 407.858 18 11.16 -1.4212 -1.4551 -0.0384 -0.5205 -0.1868
"1827" 75600069 0 1 2 5 0 1.8905 -0.2897 0.2907 0.058 -0.6541 -0.6947 0.7246 0.5958 -0.3673 -0.6576 270 180 90 562.194 567.016 532.108 18 11.16 -1.4212 -1.4551 -0.0384 -0.5205 -0.1868
"1828" 75600069 1 1 0 5 0 0.052 -0.3184 0.8615 1.0176 0.1299 1.1793 3.2382 0.3671 1.314 -0.6576 225 225 90 373.841 326.343 393.255 18 11.16 -1.4212 -1.4551 -0.0384 -0.5205 -0.1868
"1830" 75600069 0 1 0 4 0 -1.8939 -0.0553 0.8615 -0.2537 -0.1052 -0.5668 0.5352 -0.7047 -0.1605 1.0346 240 240 80 381.225 453.101 400.16 18 11.16 -1.4212 -1.4551 -0.0384 -0.5205 -0.1868
"1832" 75600069 0 2 2 4 0 0.6556 -0.0358 -0.7823 0.3505 0.5645 -0.6122 0.6115 -0.5736 -1.2443 0.2169 270 180 90 503.027 486.388 431.045 18 11.16 -1.4212 -1.4551 -0.0384 -0.5205 -0.1868
"1835" 75600069 0 1 0 5 0 0.052 0.6344 0.2907 -0.1031 0.495 1.1793 -0.4029 0.308 -0.5197 1.0346 270 180 90 543.519 516.909 499.201 18 11.16 -1.4212 -1.4551 -0.0384 -0.5205 -0.1868
"1837" 75600069 1 2 2 3 0 -0.4342 0.6818 -0.7823 0.3731 0.6997 0.1806 0.2487 -0.5764 0.039 -1.5824 270 225 90 608.714 494.019 475.933 18 11.16 -1.4212 -1.4551 -0.0384 -0.5205 -0.1868
"1839" 75600069 1 1 0 5 0 -0.0288 1.4326 0.8615 -0.4018 -0.6541 -0.6122 0.0997 -0.2029 -0.7857 -0.6576 270 180 90 442.957 482.618 456.291 18 11.16 -1.4212 -1.4551 -0.0384 -0.5205 -0.1868
"1841" 75600069 0 1 0 3 0 -0.687 0.0544 -0.7823 0.044 -0.474 -1.2793 0.7454 -0.7607 -1.1176 -0.6576 270 180 90 563.685 479.098 533.383 18 11.16 -1.4212 -1.4551 -0.0384 -0.5205 -0.1868
"1842" 75600069 0 1 0 5 0 -1.4869 0.9423 -0.7823 1.3405 1.5465 -0.1357 0.7077 0.2208 -0.3673 1.0346 270 270 90 484.198 500.91 460.152 18 11.16 -1.4212 -1.4551 -0.0384 -0.5205 -0.1868
"1843" 75600069 0 1 2 6 1 0.9109 -1.1892 -0.7823 1.2661 0.9244 -0.1357 1.0304 1.4263 -0.0037 1.0346 225 270 90 616.822 609.051 576.332 18 11.16 -1.4212 -1.4551 -0.0384 -0.5205 -0.1868
"1844" 75600069 0 1 0 5 1 0.052 1.4326 -0.7823 1.2812 1.0087 1.1793 0.9259 1.0132 1.314 1.0346 315 180 90 429.856 352.757 432.211 18 11.16 -1.4212 -1.4551 -0.0384 -0.5205 -0.1868
"1845" 75600069 0 1 0 3 0 -0.687 1.4326 -0.7823 0.0639 -1.2227 -0.6853 1.5412 -0.7955 -0.5575 1.0346 270 270 90 397.917 399.894 358.052 18 11.16 -1.4212 -1.4551 -0.0384 -0.5205 -0.1868
"1849" 75600069 1 1 0 5 0 -1.8939 -1.2562 -0.7823 -0.0929 -1.2227 -0.3487 0.3981 -0.3858 1.314 1.0346 270 270 90 446.741 416.554 452.048 18 11.16 -1.4212 -1.4551 -0.0384 -0.5205 -0.1868
"1850" 75600069 0 2 2 2 0 -0.7985 0.472 0.2907 -0.3578 -0.1269 1.1793 -0.439 -0.7617 -0.2023 0.2169 270 270 90 423.591 352.898 271.629 18 11.16 -1.4212 -1.4551 -0.0384 -0.5205 -0.1868
