"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "fear_failure" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "school_changes" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie" "class_size" "stud_teach_ratio" "short_edu_mat" "short_edu_staff" "stu_behav" "teach_behav" "teach_multicult"
"3147" 72400093 1 1 0 6 0 0.8794 0.5166 -0.7823 -0.5868 -0.496 -0.1357 -0.3106 0.1494 0.298 1.0346 1 220 220 55 601.505 509.36 475.226 23 8.0103 -0.4873 0.7429 0.8826 -0.1274 0.9042
"3149" 72400093 0 1 0 3 0 0.8207 0.8801 -0.7823 -0.8038 -1.7521 0.0477 -0.6261 -0.9568 -0.5778 0.2127 0 200 200 150 457.245 483.359 431.339 23 8.0103 -0.4873 0.7429 0.8826 -0.1274 0.9042
"3151" 72400093 0 1 0 6 0 -0.4342 0.9423 -0.7823 1.3409 1.0094 -0.4903 1.3486 0.9858 1.314 1.0346 0 220 220 330 517.766 562.904 463.241 23 8.0103 -0.4873 0.7429 0.8826 -0.1274 0.9042
"3153" 72400093 1 1 0 5 1 -1.8939 1.4903 -0.7823 0.3667 0.0347 0.0477 0.2896 -0.1452 -0.6262 0.2127 0 220 220 220 453.786 447.3 476.404 23 8.0103 -0.4873 0.7429 0.8826 -0.1274 0.9042
"3154" 72400093 1 1 0 6 1 -0.687 2.7249 -0.7823 1.4122 0.7064 1.1793 1.2888 0.4163 -1.1481 1.0346 0 220 220 110 523.901 470.104 456.369 23 8.0103 -0.4873 0.7429 0.8826 -0.1274 0.9042
"3155" 72400093 1 1 0 5 0 0.1097 0.3241 0.2907 -0.0137 -0.677 0.0477 0.5386 -0.2216 1.314 -1.0657 0 220 220 330 512.95 527.323 584.016 23 8.0103 -0.4873 0.7429 0.8826 -0.1274 0.9042
"3156" 72400093 1 1 0 6 1 -1.1597 -1.1685 1.7669 0.3594 1.802 1.1793 -0.3793 0.0815 1.314 -0.6576 2 680 765 680 392.444 343.187 376.306 23 8.0103 -0.4873 0.7429 0.8826 -0.1274 0.9042
"3157" 72400093 1 1 0 6 0 1.8905 0.6678 -0.7823 -1.0634 -1.7521 -0.4903 -0.6072 0.5286 -0.5575 -1.1869 0 220 220 165 461.769 505.565 498.937 23 8.0103 -0.4873 0.7429 0.8826 -0.1274 0.9042
"3158" 72400093 1 1 0 3 0 -0.9823 0.4909 -0.7823 -0.0242 -0.8404 0.0477 0.5305 -0.9763 1.314 -0.6576 0 220 220 0 546.245 479.055 386.057 23 8.0103 -0.4873 0.7429 0.8826 -0.1274 0.9042
"3160" 72400093 1 1 0 2 0 0.4637 0.9517 -0.7823 -0.1919 -0.5491 -0.1357 0.119 -1.5282 1.314 0.2127 0 220 220 165 470.09 457.307 550.836 23 8.0103 -0.4873 0.7429 0.8826 -0.1274 0.9042
"3161" 72400093 1 1 0 4 0 -0.1748 0.6818 -0.7823 -1.484 -1.2379 -0.6853 -1.3932 -1.6057 1.314 1.0346 0 220 220 165 579.563 569.043 691.785 23 8.0103 -0.4873 0.7429 0.8826 -0.1274 0.9042
"3162" 72400093 0 1 0 4 0 1.8905 -0.0553 -0.7823 -0.0451 -1.7521 -0.4903 1.1752 -0.7475 -0.2023 1.0346 0 220 220 0 546.997 576.377 596.894 23 8.0103 -0.4873 0.7429 0.8826 -0.1274 0.9042
"3164" 72400093 0 1 0 5 0 0.4637 0.5166 -0.7823 -0.4465 0.036 -1.0118 -0.7257 -0.5538 0.7015 0.5029 0 220 220 165 621.016 624.069 548.742 23 8.0103 -0.4873 0.7429 0.8826 -0.1274 0.9042
"3165" 72400093 0 1 0 6 0 0.8207 2.7249 -0.7823 0.2001 0.0307 -0.1357 0.107 0.4079 1.314 1.0346 0 220 220 330 465.706 477.204 473.55 23 8.0103 -0.4873 0.7429 0.8826 -0.1274 0.9042
"3168" 72400094 0 1 0 2 1 -1.4869 -0.763 1.8633 -0.8575 -0.677 -0.6122 -0.6778 -1.5601 -1.1481 -1.2947 0 220 220 330 454.749 496.556 408.195 28 9.2523 -0.4907 0.21 0.8153 0.2266 0.3009
"3173" 72400094 1 1 0 6 1 -0.13 2.7249 -0.7823 -0.2748 -0.3235 0.0477 -0.2536 0.6404 1.314 0.6364 0 220 220 165 435.001 399.724 371.739 28 9.2523 -0.4907 0.21 0.8153 0.2266 0.3009
"3176" 72400094 1 1 0 6 1 -0.0288 -1.1456 1.203 -0.2736 -1.7521 -0.4903 0.9653 0.6741 0.6259 -1.5847 0 480 480 360 404.131 304.485 367.449 28 9.2523 -0.4907 0.21 0.8153 0.2266 0.3009
"3178" 72400094 1 1 0 4 0 0.4637 0.9423 -0.7823 -0.2077 -0.7075 -0.6853 0.4229 -0.9655 1.314 1.0346 0 240 240 240 621.484 592.247 605.755 28 9.2523 -0.4907 0.21 0.8153 0.2266 0.3009
"3179" 72400094 0 1 0 6 0 -0.7592 1.4326 -0.7823 0.7966 1.802 -0.1357 0.3357 0.7278 1.314 1.0346 0 220 220 220 478.651 449.352 514.345 28 9.2523 -0.4907 0.21 0.8153 0.2266 0.3009
"3182" 72400094 1 1 0 5 1 -5e-04 0.1695 0.2907 -0.7071 -0.9597 1.1793 -0.7289 -0.4769 0.7015 0.2127 0 50 0 100 475.384 499.237 580.095 28 9.2523 -0.4907 0.21 0.8153 0.2266 0.3009
"3183" 72400094 0 1 0 2 1 1.8905 0.6818 -0.7823 -2.0837 -0.8404 -1.9645 -1.2428 -1.8664 1.314 -0.6576 0 240 240 180 396.37 434.876 378.182 28 9.2523 -0.4907 0.21 0.8153 0.2266 0.3009
"3184" 72400094 0 1 0 4 0 -1.8939 -0.0358 -0.7823 1.0043 1.0094 -1.0118 1.0986 0.1163 -0.9734 0.2169 1 220 220 0 438.081 519.377 545.6 28 9.2523 -0.4907 0.21 0.8153 0.2266 0.3009
"3185" 72400094 1 1 0 2 1 -0.687 0.6818 -0.7823 -0.36 -1.7521 0.0477 0.2195 -1.4642 -2.7106 -1.5824 0 220 220 165 357.358 276.908 360.089 28 9.2523 -0.4907 0.21 0.8153 0.2266 0.3009
"3186" 72400094 0 1 0 5 1 -0.687 -0.3184 -0.7823 -1.0502 -1.7521 -0.1357 -0.7292 -0.508 -0.2023 -0.6576 0 240 240 180 372.469 396.154 456.074 28 9.2523 -0.4907 0.21 0.8153 0.2266 0.3009
"3189" 72400094 1 1 0 1 0 1.3423 -0.6501 1.1928 1.1918 0.2916 1.1793 1.4802 -1.1016 -0.2116 -2.0819 0 220 220 495 435.107 455.394 491.131 28 9.2523 -0.4907 0.21 0.8153 0.2266 0.3009
"3192" 72400094 0 1 0 5 1 -1.1597 2.7249 -0.7823 -1.2076 -0.5491 -1.3835 -0.4877 -0.8873 -2.1007 1.0346 0 220 220 165 378.442 378.828 347.631 28 9.2523 -0.4907 0.21 0.8153 0.2266 0.3009
"3194" 72400094 0 1 0 2 1 -0.9295 0.9423 -0.7823 -0.0776 -0.5685 -0.6853 0.5333 -1.3503 1.314 -0.6576 1 275 275 165 369.153 420.258 415.427 28 9.2523 -0.4907 0.21 0.8153 0.2266 0.3009
"3195" 72400095 1 1 2 5 0 0.4637 0.9517 0.2308 -0.5973 -0.0689 -1.0118 -0.6196 -0.2856 1.314 -0.6576 0 200 150 150 569.525 527.347 562.483 23 5.05 -0.6483 -1.4551 -0.4515 -2.0409 0.9042
"3196" 72400095 1 2 2 1 1 -0.2006 0.3142 -0.7823 -1.3551 -1.2379 -1.9183 -0.615 -2.5014 1.314 -1.1869 0 450 450 315 429.335 460.389 471.571 23 5.05 -0.6483 -1.4551 -0.4515 -2.0409 0.9042
"3198" 72400095 0 1 2 5 0 -1.8939 1.4685 0.8233 -0.5752 -0.1783 -0.6853 -0.6981 -0.48 -0.4377 1.0346 0 200 300 300 492.632 548.277 477.622 23 5.05 -0.6483 -1.4551 -0.4515 -2.0409 0.9042
"3199" 72400095 1 1 2 2 1 0.5949 -1.3305 1.2327 -1.5503 -1.4145 -1.4682 -0.9409 -1.9969 -0.6262 -1.6711 2 660 660 120 285.926 316.815 377.839 23 5.05 -0.6483 -1.4551 -0.4515 -2.0409 0.9042
"3201" 72400095 1 1 2 6 0 -1.8939 0.4152 -0.7823 0.6474 0.4541 1.1793 0.4306 0.0376 0.0405 1.0346 0 200 150 100 435.193 418.977 466.535 23 5.05 -0.6483 -1.4551 -0.4515 -2.0409 0.9042
"3202" 72400095 1 1 2 3 0 0.052 2.7249 -0.7823 0.5893 1.802 -0.1357 -0.2705 -0.6282 -1.1176 0.2127 0 200 300 250 584.035 492.418 642.132 23 5.05 -0.6483 -1.4551 -0.4515 -2.0409 0.9042
"3203" 72400095 1 1 2 4 1 -0.687 1.4685 -0.7823 0.1641 0.6251 -0.1357 -0.3388 -0.9082 0.2485 1.0346 0 220 165 110 440.602 388.429 419.37 23 5.05 -0.6483 -1.4551 -0.4515 -2.0409 0.9042
"3204" 72400095 0 1 2 3 0 -0.687 0.6678 -0.7823 -0.0675 0.5859 -0.6853 -0.6211 -0.2515 0.6259 1.0346 0 200 200 150 650.505 661.794 680.007 23 5.05 -0.6483 -1.4551 -0.4515 -2.0409 0.9042
"3205" 72400095 1 1 2 2 1 -0.687 -0.4415 0.7703 -0.0338 -0.1838 -0.1357 0.1551 -1.2907 0.385 -1.0657 2 220 330 110 411.265 359.575 391.416 23 5.05 -0.6483 -1.4551 -0.4515 -2.0409 0.9042
"3207" 72400095 0 1 2 6 0 -0.2459 0.0348 -0.7823 -0.2317 -0.1783 1.1793 -0.6822 -0.3167 0.7015 1.0346 0 200 300 300 536.595 446.428 538.126 23 5.05 -0.6483 -1.4551 -0.4515 -2.0409 0.9042
"3209" 72400095 1 1 2 5 0 0.4637 0.9423 -0.7823 1.5809 0.0347 1.1793 1.6525 0.4725 0.1155 -0.6576 0 200 350 300 522.365 509.081 584.982 23 5.05 -0.6483 -1.4551 -0.4515 -2.0409 0.9042
"3210" 72400095 0 1 2 5 0 -0.687 0.3241 -0.7823 -0.6697 -0.5685 -0.6853 -0.4837 -0.6465 0.7628 1.0346 0 200 150 150 557.956 462.533 493.296 23 5.05 -0.6483 -1.4551 -0.4515 -2.0409 0.9042
"3212" 72400095 0 1 2 1 0 -0.687 0.6818 0.2308 -0.4999 -0.7075 -0.1357 -0.5106 -2.3005 1.314 1.0346 0 200 300 300 511.929 550.874 510.889 23 5.05 -0.6483 -1.4551 -0.4515 -2.0409 0.9042
"3213" 72400095 1 1 2 2 1 -1.2319 2.7249 0.2907 0.0075 0.4541 -0.1357 -0.5994 -1.0944 1.314 -1.0657 2 200 350 450 436.945 456.054 538.72 23 5.05 -0.6483 -1.4551 -0.4515 -2.0409 0.9042
"3215" 72400095 1 1 2 2 0 1.0671 0.6818 -0.7823 -0.9269 -0.2839 -1.2793 -0.7768 -1.8021 -0.0348 1.0346 0 200 150 150 531.213 518.197 557.835 23 5.05 -0.6483 -1.4551 -0.4515 -2.0409 0.9042
"3216" 72400095 0 1 2 1 0 -1.4869 1.4326 -0.7823 -1.4453 -0.496 -1.0527 -1.24 -2.028 1.314 1.0346 0 200 300 300 598.388 629.355 590.766 23 5.05 -0.6483 -1.4551 -0.4515 -2.0409 0.9042
"3217" 72400095 1 1 2 6 0 -1.8939 0.3692 -0.7823 0.3103 1.802 -0.6853 -0.6625 0.9211 -1.2881 -1.5824 0 200 150 250 546.375 605.001 650.006 23 5.05 -0.6483 -1.4551 -0.4515 -2.0409 0.9042
"3219" 72400096 0 1 0 5 0 0.9109 0.0348 -0.7823 0.2484 -0.1838 -0.6853 0.717 0.4058 0.4394 0.2169 0 220 220 0 502.011 529.049 558.168 48 19.4074 -0.2805 -0.1776 -0.9067 -0.4071 0.287
"3223" 72400096 0 1 0 6 0 -0.13 0.9423 -0.7823 -0.0923 -0.1783 -0.6853 0.0887 -0.1317 -0.4082 0.6364 0 220 220 330 530.605 486.19 533.792 48 19.4074 -0.2805 -0.1776 -0.9067 -0.4071 0.287
"3224" 72400096 1 1 0 5 1 -1.8939 -0.0799 0.1462 -0.0069 0.1344 -0.1357 -0.1547 -0.1995 0.3485 -0.6576 0 200 200 200 439.887 387.57 399.484 48 19.4074 -0.2805 -0.1776 -0.9067 -0.4071 0.287
"3225" 72400096 1 1 0 5 0 0.4637 0.3581 -0.7823 -0.5317 0.4239 0.0477 -1.3442 0.0867 -0.8998 1.0346 1 220 220 0 468.389 458.016 408.198 48 19.4074 -0.2805 -0.1776 -0.9067 -0.4071 0.287
"3227" 72400096 0 1 0 2 0 1.0109 -1.8212 2.1379 0.0457 -0.2617 0.0477 0.212 -1.0782 -0.9112 0.0181 0 180 180 0 498.321 511.136 495.183 48 19.4074 -0.2805 -0.1776 -0.9067 -0.4071 0.287
"3228" 72400096 0 1 0 6 0 -0.687 -0.2649 0.2907 0.3325 0.5143 -0.4903 0.0392 0.4085 -0.3971 1.0346 0 240 240 300 529.304 493.398 479.554 48 19.4074 -0.2805 -0.1776 -0.9067 -0.4071 0.287
"3229" 72400096 1 1 0 5 0 1.3423 2.7249 -0.7823 0.6729 0.1986 1.1793 0.6844 0.0882 -0.2023 1.0346 0 220 220 440 591.871 599.253 574.313 48 19.4074 -0.2805 -0.1776 -0.9067 -0.4071 0.287
"3235" 72400096 0 1 0 6 1 -0.13 0.4766 -0.7823 -0.4383 -1.7521 -1.0118 0.1311 0.8181 -1.6031 -1.8624 0 220 220 110 491.44 558.901 510.497 48 19.4074 -0.2805 -0.1776 -0.9067 -0.4071 0.287
"3236" 72400096 1 1 0 6 0 -0.9823 2.7474 -0.7823 -0.1843 0.1758 -0.9302 -0.3573 0.9256 0.6259 -0.6576 1 220 220 165 601.57 534.393 521.081 48 19.4074 -0.2805 -0.1776 -0.9067 -0.4071 0.287
"3237" 72400096 0 1 0 6 0 0.8794 -0.5665 -0.7823 0.8977 0.1344 -0.6853 1.2527 0.7706 0.7628 -0.6576 0 240 240 420 513.502 548.828 505.547 48 19.4074 -0.2805 -0.1776 -0.9067 -0.4071 0.287
"3239" 72400096 0 1 0 5 0 0.1097 0.1756 -0.7823 0.0933 0.1758 -0.6853 0.124 0.4905 -1.1965 -0.6576 0 220 220 330 585.284 560.182 572.794 48 19.4074 -0.2805 -0.1776 -0.9067 -0.4071 0.287
"3240" 72400096 0 1 0 2 0 -0.7592 -0.0633 1.5346 0.3248 0.3171 -0.6853 0.7894 -0.2932 1.314 1.0346 0 220 220 275 376.57 394.673 380.376 48 19.4074 -0.2805 -0.1776 -0.9067 -0.4071 0.287
"3241" 72400096 1 3 3 3 0 -1.8939 -0.3184 0.2308 0.3592 1.0094 -0.4903 -0.0471 -0.6705 -0.1605 -2.0819 2 220 220 330 585.933 626.721 638.929 48 19.4074 -0.2805 -0.1776 -0.9067 -0.4071 0.287
"3242" 72400096 0 1 0 6 0 0.8207 -0.1657 -0.7823 -0.0332 -0.0273 -0.6122 0.1754 0.8566 -0.6262 1.0346 0 240 240 360 565.385 702.837 588.228 48 19.4074 -0.2805 -0.1776 -0.9067 -0.4071 0.287
"3244" 72400096 1 1 0 6 0 -0.687 0.6818 -0.7823 -0.1264 -0.1838 -0.6853 0.0597 0.2816 -1.1846 -0.6576 0 240 240 120 386.342 353.738 400.122 48 19.4074 -0.2805 -0.1776 -0.9067 -0.4071 0.287
"3245" 72400096 1 1 0 6 0 0.052 0.9423 -0.7823 0.5366 0.0739 1.1793 0.3227 0.5178 -1.8485 -1.5824 0 240 240 360 593.039 646.686 633.975 48 19.4074 -0.2805 -0.1776 -0.9067 -0.4071 0.287
"3246" 72400096 0 1 0 5 1 -5e-04 0.0869 0.1462 -0.2858 -1.2379 -0.1357 0.3827 -0.4236 -1.7803 0.2127 0 240 240 240 367.644 322.03 391.204 48 19.4074 -0.2805 -0.1776 -0.9067 -0.4071 0.287
"3247" 72400096 1 1 0 6 0 -0.687 -0.8454 -0.7823 -0.6001 -1.7521 -1.2622 0.6235 0.5162 -2.7106 1.0346 0 240 240 360 488.109 483.287 509.274 48 19.4074 -0.2805 -0.1776 -0.9067 -0.4071 0.287
"3248" 72400096 0 1 0 6 0 -0.7592 0.9423 0.2907 0.5305 0.036 -0.5813 0.6079 0.1318 0.039 1.0346 0 220 220 220 664.903 615.089 610.313 48 19.4074 -0.2805 -0.1776 -0.9067 -0.4071 0.287
"3251" 72400096 1 1 0 5 0 -1.4869 0.6818 -0.7823 0.1944 1.0094 -0.1357 -0.295 0.3941 -0.6262 1.0346 0 240 240 360 449.105 516.305 497.42 48 19.4074 -0.2805 -0.1776 -0.9067 -0.4071 0.287
"3253" 72400097 1 1 0 6 1 -0.6133 0.4909 0.8233 0.1975 0.5143 -1.0527 0.7947 0.6735 0.6259 1.0346 1 50 200 300 467.375 422.147 542.994 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3254" 72400097 0 1 0 6 0 1.8905 -0.4859 0.2907 2.2204 0.5143 1.1793 2.6384 1.8103 0.7015 1.0346 0 250 200 300 573.285 630.868 607.623 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3255" 72400097 0 1 0 6 0 -1.8939 -0.3485 -0.7823 2.5848 1.802 1.1793 1.7227 1.991 0.1597 1.0346 1 250 250 450 609.602 599.184 586.531 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3256" 72400097 0 1 0 6 0 1.0671 -0.0649 -0.7823 1.5379 1.0094 0.0477 1.2626 1.5214 -0.0348 -1.1847 0 250 250 300 641.005 600.919 590.958 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3257" 72400097 1 1 0 6 0 -0.4342 0.3241 -0.7823 0.9693 1.0094 -0.1357 0.671 0.4117 -0.7857 1.0346 2 275 275 330 540.734 546.733 475.786 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3258" 72400097 1 1 0 6 0 -1.8939 0.6818 -0.7823 2.7592 1.802 1.1793 2.1408 1.4355 0.1597 1.0346 0 200 200 450 614.348 558.159 609.142 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3261" 72400097 0 1 0 6 0 1.1422 1.4326 -0.7823 2.3864 1.0094 1.1793 2.3397 1.7014 -0.2023 1.0346 0 225 225 270 573.767 548.503 516.158 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3264" 72400097 0 1 0 6 0 -0.687 2.7249 -0.7823 0.731 0.7064 -0.6853 0.7894 0.6431 1.314 1.0346 0 275 275 330 733.624 637.753 668.671 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3265" 72400097 0 1 0 4 0 1.3423 0.1837 -0.7823 1.494 0.7064 1.1793 1.2408 0.9946 -0.3971 0.2169 0 275 220 330 713.613 720.681 651.818 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3266" 72400097 0 1 0 6 0 -0.687 2.7249 -0.7823 0.1049 -1.7521 1.1793 1.0986 0.3122 1.314 -0.6576 2 200 250 300 460.137 432.971 422.904 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3267" 72400097 1 1 0 6 0 -0.9295 -0.7239 0.8615 1.698 1.802 1.1793 0.3635 1.6157 -0.2835 0.6402 0 220 275 330 489.837 538.138 574.659 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3271" 72400097 0 1 0 6 0 -1.8939 1.4685 -0.7823 1.2706 1.802 -1.0752 1.6241 1.2293 -0.3673 0.2169 2 250 200 350 541.58 532.15 552.25 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3272" 72400097 0 1 0 6 0 0.4637 2.7249 0.2907 3.2691 1.0094 1.1793 3.223 2.095 1.314 -0.9122 1 135 225 225 504.067 480.246 529.802 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3273" 72400097 1 1 0 6 0 -0.9295 -0.3533 0.2308 0.2476 0.1758 1.1793 -0.0993 1.1084 -1.415 -1.3914 0 250 200 300 434.6 395.739 488.032 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3274" 72400097 1 1 0 6 0 0.4637 0.0834 0.8615 2.2861 1.802 0.0477 1.8361 1.659 -0.2251 -0.6439 2 200 250 450 649.38 635.253 659.777 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3276" 72400097 1 1 0 6 0 -1.2319 0.6818 -0.7823 1.1807 0.1802 1.1793 0.7059 1.3703 1.314 -0.6576 1 275 275 495 630.184 577.774 579.955 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3277" 72400097 1 1 0 6 0 -0.9295 -0.7131 1.1928 0.0807 0.0152 -1.0752 0.1387 1.0378 -0.7769 -2.0819 1 250 250 200 509.646 378.91 491.368 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3278" 72400097 0 1 0 6 0 0.052 0.6818 -0.7823 1.3984 1.0094 1.1793 0.7088 1.5954 0.385 1.0346 2 200 200 300 523.21 601.288 626.81 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3279" 72400097 1 1 0 6 0 0.4637 2.7249 -0.7823 1.8597 0.5143 1.1793 1.7166 1.7657 1.314 -1.1847 0 250 250 450 548.926 538.016 537.281 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3280" 72400097 0 1 0 6 0 -0.7592 0.7274 -0.7823 2.3063 1.0094 1.1793 2.6384 1.8467 1.314 1.0346 0 250 250 300 577.094 550.383 536.881 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3281" 72400097 1 1 0 6 0 -0.687 -0.3184 -0.7823 1.5454 0.5143 1.1793 1.5908 1.4439 -0.2023 1.0346 0 250 250 300 549.994 589.684 567.101 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3282" 72400097 1 1 0 6 0 -0.687 0.6818 -0.7823 1.224 1.802 -0.6853 1.0661 1.3078 -0.6262 1.0346 1 220 275 330 586.683 592.09 603.05 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3283" 72400097 0 1 0 6 0 -0.7592 1.4326 -0.7823 0.9154 -0.1838 0.0477 1.3486 0.8585 -0.6262 1.0346 0 200 250 300 533.28 584.86 600.161 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3285" 72400097 0 1 0 6 0 -0.4342 -1.866 -0.7823 1.0613 -0.2839 1.1793 1.7166 1.0391 0.1694 1.0346 0 200 250 450 566.156 558.895 519.569 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3286" 72400097 0 1 0 6 0 -1.2792 -0.3184 -0.7823 2.3772 1.0094 1.1793 1.9906 1.6975 0.7628 1.0346 2 300 250 300 440.266 422.155 449.09 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3287" 72400097 1 1 0 6 0 -0.9823 2.7249 -0.7823 1.3334 0.2964 0.0477 1.0849 1.4149 1.314 1.0346 0 275 275 495 671.274 590.979 658.081 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3288" 72400097 0 1 0 6 0 1.8905 0.3241 -0.7823 2.2373 0.5143 1.1793 4.149 1.9504 -0.9422 1.0346 0 300 300 650 643.483 576.332 657.007 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3289" 72400097 1 1 0 6 0 -1.8939 0.6818 -0.7823 1.2388 1.0094 1.1793 0.7682 1.4214 1.314 1.0346 0 330 385 440 589.757 549.745 570.917 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3290" 72400097 0 1 0 6 0 0.8794 0.3241 1.4721 3.0536 1.802 1.1793 2.3397 2.2044 1.314 1.0346 0 200 250 450 610.534 599.649 485.789 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3291" 72400097 0 1 0 6 0 1.8905 2.7249 -0.7823 1.7985 1.0094 0.0477 1.7166 1.5462 1.314 0.5029 0 220 275 330 457.095 432.514 499.422 23 11.3237 -1.4212 -1.4551 -1.5397 -0.8166 0.9042
"3293" 72400098 0 1 0 2 0 0.052 -0.3184 -0.7823 0.5301 -0.431 -0.1357 1.1216 -1.0792 -0.4377 1.0346 0 220 220 330 550.104 457.949 518.969 13 6.2456 1.2048 0.8242 0.1795 0.9355 -1.0542
"3294" 72400098 0 3 0 4 0 -0.4342 0.3241 -0.7823 0.4186 0.3171 0.0477 0.2618 -0.4682 -1.4486 0.2169 1 220 220 0 515.664 610.221 517.39 13 6.2456 1.2048 0.8242 0.1795 0.9355 -1.0542
"3295" 72400098 1 1 0 5 0 -1.4869 2.7249 -0.7823 0.2609 0.1802 -1.0118 0.6778 -0.3664 -1.0266 -1.5824 0 220 220 330 561.182 530.44 527.598 13 6.2456 1.2048 0.8242 0.1795 0.9355 -1.0542
"3296" 72400098 0 1 0 2 0 0.4637 0.6344 -0.7823 -0.2585 -0.8795 -0.6853 0.4908 -1.2868 -1.6385 1.0346 0 220 220 330 526.192 436.446 453.038 13 6.2456 1.2048 0.8242 0.1795 0.9355 -1.0542
"3298" 72400098 0 1 0 2 0 0.8207 0.9303 -0.7823 -1.1547 -1.7521 -0.1357 -0.7043 -1.7821 -2.1621 1.0346 0 220 220 330 478.227 430.434 398.566 13 6.2456 1.2048 0.8242 0.1795 0.9355 -1.0542
"3299" 72400098 0 1 0 6 0 -0.0845 2.7249 0.2907 0.2225 -0.4295 -0.1357 0.8691 0.9566 -2.7106 1.0346 0 220 220 330 457.367 515.279 508.319 13 6.2456 1.2048 0.8242 0.1795 0.9355 -1.0542
"3300" 72400098 1 1 0 6 0 -1.8939 0.1891 -0.7823 0.5554 0.2916 1.1793 0.3691 1.1895 -0.5973 -1.1847 0 220 220 330 613.89 624.045 589.87 13 6.2456 1.2048 0.8242 0.1795 0.9355 -1.0542
"3302" 72400098 0 1 0 2 1 -0.2006 -0.9194 0.2907 -0.8544 -0.9597 -1.0118 -0.1963 -1.8086 -1.415 -0.6576 1 180 225 90 406.802 417.41 395.509 13 6.2456 1.2048 0.8242 0.1795 0.9355 -1.0542
"3303" 72400098 0 1 0 5 0 -0.687 -1.053 0.7703 -0.1486 1.802 -0.6853 -0.891 -0.4847 -1.1846 0.2127 0 220 220 0 470.178 561.171 501.041 13 6.2456 1.2048 0.8242 0.1795 0.9355 -1.0542
"3304" 72400099 1 1 2 3 0 -0.1748 -0.5878 0.7703 2.0013 1.802 1.1793 1.1752 0.3826 0.7015 1.0346 0 200 150 150 595.158 582.259 579.167 23 12.4815 0.3096 -0.4314 0.6405 -0.4788 0.9042
"3305" 72400099 1 2 3 6 0 -1.2792 0.6246 0.2907 0.943 1.802 1.1793 0.2293 0.9782 1.314 1.0346 0 200 150 0 614.484 535.785 519.542 23 12.4815 0.3096 -0.4314 0.6405 -0.4788 0.9042
"3306" 72400099 1 1 2 5 0 -0.687 0.3241 0.2907 -0.2255 -0.1838 0.0477 -0.337 -0.3112 0.7628 0.2169 0 200 150 150 625.811 552.264 637.205 23 12.4815 0.3096 -0.4314 0.6405 -0.4788 0.9042
"3307" 72400099 1 1 0 4 0 -0.687 0.6818 0.2907 -0.3312 0.1758 -0.6853 -0.6747 -0.6866 -0.3673 -0.6576 1 220 330 495 597.328 669.451 614.091 23 12.4815 0.3096 -0.4314 0.6405 -0.4788 0.9042
"3308" 72400099 0 1 2 2 0 0.5949 -0.2 -0.7823 -0.5493 0.1802 -0.1357 -1.1948 -1.5733 -0.2023 1.0346 0 200 150 150 561.211 626.756 490.788 23 12.4815 0.3096 -0.4314 0.6405 -0.4788 0.9042
